displayName;givenName;surname;city;country
Blondelle Mouet;Blondelle;Mouet;VILLENAVE-D'ORNON;FR
Noël Jolicoeur;Noël;Jolicoeur;ERBISOEUL;BE
Eustache Souplet;Eustache;Souplet;SCHOREN;CH
Javier Ratté;Javier;Ratté;HYÈRES;FR
Millicent Hébert;Millicent;Hébert;WEISSENBACH;CH
René Babin;René;Babin;BIERBEEK;BE
Calandre Dupéré;Calandre;Dupéré;FOURON-LE-COMTE;BE
Lyle Chrétien;Lyle;Chrétien;ILLKIRCH-GRAFFENSTADEN;FR
Pierrette Clavette;Pierrette;Clavette;BRECHT;BE
Estelle Babin;Estelle;Babin;LIMOGES;FR
Christine Cantin;Christine;Cantin;REUSSEGG;CH
Lucas Lamy;Lucas;Lamy;FROIDCHAPELLE;BE
Ranger Mailly;Ranger;Mailly;VERSOIX;CH
Toussaint Auclair;Toussaint;Auclair;GONDO;CH
Étienne Busque;Étienne;Busque;SAFNERN;CH
Quennel Jolicoeur;Quennel;Jolicoeur;MARCQ-EN-BAROEUL;FR
Henriette Rouleau;Henriette;Rouleau;BASÈCLES;BE
Laverne Rouleau;Laverne;Rouleau;ZÜRICH;CH
Alfred Allard;Alfred;Allard;SARCELLES;FR
Berangaria Legault;Berangaria;Legault;PARIS;FR
Yolette Royer;Yolette;Royer;GENNEVILLIERS;FR
Yvon Perreault;Yvon;Perreault;PERSONICO;CH
Blondelle Chenard;Blondelle;Chenard;BERN;CH
Aiglentina Grignon;Aiglentina;Grignon;ASNIÈRES-SUR-SEINE;FR
Philip Poisson;Philip;Poisson;NOISY-LE-GRAND;FR
Claude Lafontaine;Claude;Lafontaine;GRADIGNAN;FR
Montague Coulombe;Montague;Coulombe;SCHILTIGHEIM;FR
Adrien L'Hiver;Adrien;L'Hiver;SAN BARTOLOMEO;CH
Léon Leroux;Léon;Leroux;SINT-JORIS;BE
Arnaude Bussière;Arnaude;Bussière;GIERLE;BE
Marlon Grignon;Marlon;Grignon;MONTPELLIER;FR
Peppin Moquin;Peppin;Moquin;VANDOEUVRE-LÈS-NANCY;FR
Lyle Duhamel;Lyle;Duhamel;RILLIEUX-LA-PAPE;FR
Searlas Chauvin;Searlas;Chauvin;TOULOUSE;FR
Peppin Noël;Peppin;Noël;OOSTERZELE;BE
Josephe Fresne;Josephe;Fresne;IVRY-SUR-SEINE;FR
Montague Laramée;Montague;Laramée;BOMAL-SUR-OURTHE;BE
Gill Lanteigne;Gill;Lanteigne;TÜRLEN;CH
Curtis Briard;Curtis;Briard;GOZÉE;BE
Patrick Melanson;Patrick;Melanson;ANGOULÊME;FR
Jacquenett Langlais;Jacquenett;Langlais;SOIRON;BE
Théodore Rochefort;Théodore;Rochefort;DUNKERQUE;FR
Malagigi Hervé;Malagigi;Hervé;CHARLEVILLE-MÉZIÈRES;FR
Robinette Lereau;Robinette;Lereau;HARRE;BE
Moore Baron;Moore;Baron;HUNZIKON;CH
Ila LaCaille;Ila;LaCaille;SIX-FOURS-LES-PLAGES;FR
Louis Thibault;Louis;Thibault;XHORIS;BE
Alita Grimard;Alita;Grimard;MARSEILLE;FR
Cendrillon Tougas;Cendrillon;Tougas;ORNY;CH
Alfred Fontaine;Alfred;Fontaine;SAINT-SÉBASTIEN-SUR-LOIRE;FR
Guy Dufresne;Guy;Dufresne;RIKEN;CH
Forrest Austin;Forrest;Austin;BORDEAUX;FR
Linette Davignon;Linette;Davignon;CLERMONT-FERRAND;FR
Auriville Lang;Auriville;Lang;WANSIN;BE
Angelique Du Trieux;Angelique;Du Trieux;ALVERINGEM;BE
Montague Cinq-Mars;Montague;Cinq-Mars;GROSSWANGEN;CH
Harbin Pirouet;Harbin;Pirouet;GLASHÜTTEN;CH
Tabor Parizeau;Tabor;Parizeau;RADELFINGEN;CH
Emmeline Boucher;Emmeline;Boucher;OBERNEUNFORN;CH
Roger Primeau;Roger;Primeau;BIENNE-LEZ-HAPPART;BE
Dominique Lamy;Dominique;Lamy;WALDE;CH
Wyatt Verreau;Wyatt;Verreau;KRAAINEM;BE
Faustin Thivierge;Faustin;Thivierge;GHOY;BE
Gaspar Guertin;Gaspar;Guertin;ÉPINAL;FR
Blanchefle Tétrault;Blanchefle;Tétrault;POTTES;BE
Sargent Potvin;Sargent;Potvin;DRAGUIGNAN;FR
Blanche Jardine;Blanche;Jardine;KOEKELARE;BE
Senapus Neufville;Senapus;Neufville;LE PETIT-QUEVILLY;FR
Geoffrey Potvin;Geoffrey;Potvin;EVIONNAZ;CH
Arthur Bonneville;Arthur;Bonneville;ESMONTS;CH
Russell Frappier;Russell;Frappier;OZOIR-LA-FERRIÈRE;FR
Peverell Deblois;Peverell;Deblois;BOIS-COLOMBES;FR
Fabrice Roussel;Fabrice;Roussel;SERINCHAMPS;BE
Bruce Lapierre;Bruce;Lapierre;OBERGLATT;CH
Landers Davignon;Landers;Davignon;BASEL;CH
Vincent Saucier;Vincent;Saucier;MAGAGNOSC;FR
Cerise Bourque;Cerise;Bourque;FONTAINEMELON;CH
Georgette Labossière;Georgette;Labossière;DUDZELE;BE
Alaine Vallée;Alaine;Vallée;HINGEON;BE
Jacqueline Quessy;Jacqueline;Quessy;OHMSTAL;CH
Bevis Carignan;Bevis;Carignan;ZARREN;BE
Musette Chrétien;Musette;Chrétien;MALEMPRÉ;BE
Alexandrin Courtemanche;Alexandrin;Courtemanche;BELFORT;FR
Perrin Laframboise;Perrin;Laframboise;PONTAULT-COMBAULT;FR
André Lagrange;André;Lagrange;BERZONA;CH
Alexis Goulet;Alexis;Goulet;CHÂLONS-EN-CHAMPAGNE;FR
Gano Couet;Gano;Couet;LA COURNEUVE;FR
Thiery Charest;Thiery;Charest;CHAMPION;BE
Pierrette Beauchamps;Pierrette;Beauchamps;SINT-HUIBRECHTS-HERN;BE
Joanna Champagne;Joanna;Champagne;PEIST;CH
Ambra Lamontagne;Ambra;Lamontagne;GUNZGER ALLMEND;CH
Andrée Lemelin;Andrée;Lemelin;AGDE;FR
Coralie Lagacé;Coralie;Lagacé;BIARRITZ;FR
Cloridan Harquin;Cloridan;Harquin;SAINT-LOUIS;FR
Véronique De La Ronde;Véronique;De La Ronde;VILLARS-TIERCELIN;CH
Etoile Pariseau;Etoile;Pariseau;WAGEN;CH
Céline Chassé;Céline;Chassé;MONTPREVEYRES;CH
Amaury Croteau;Amaury;Croteau;HYON;BE
Hedvige Martel;Hedvige;Martel;EUPEN;BE
Hamilton Tremblay;Hamilton;Tremblay;ORANGE;FR
France Gendron;France;Gendron;FORBACH;FR
Virginie Petrie;Virginie;Petrie;ICOGNE;CH
Travers Bonnet;Travers;Bonnet;BRÉTIGNY-SUR-ORGE;FR
Tilly Covillon;Tilly;Covillon;BLAGNAC;FR
Valérie Chrétien;Valérie;Chrétien;NOORDSCHOTE;BE
Gustave Beausoleil;Gustave;Beausoleil;BALGACH;CH
Xarles Raymond;Xarles;Raymond;MEAUX;FR
Halette Dupéré;Halette;Dupéré;MAISCHHAUSEN;CH
Lucas Couturier;Lucas;Couturier;SINT-PIETERS-KAPELLE;BE
Nanna Viens;Nanna;Viens;GRANDE-SYNTHE;FR
Warrane Faure;Warrane;Faure;MARCHIPONT;BE
Quincy Lepage;Quincy;Lepage;VILLEFRANCHE-SUR-SAÔNE;FR
Beltane Louineaux;Beltane;Louineaux;NOUMÉA;FR
Arnaude Galarneau;Arnaude;Galarneau;BANDE;BE
Mariette Fresne;Mariette;Fresne;MIÉCOURT;CH
Suzette Drouin;Suzette;Drouin;SAINT-LEU;FR
Angelique Fortin;Angelique;Fortin;SAVIGNY-LE-TEMPLE;FR
Clarimunda Méthot;Clarimunda;Méthot;TOULOUSE;FR
Channing Desilets;Channing;Desilets;WAGNELÉE;BE
Mirabelle Norbert;Mirabelle;Norbert;LESSINES;BE
Allyriane Ayot;Allyriane;Ayot;ESCHIKOFEN;CH
Wyatt Cloutier;Wyatt;Cloutier;DÄNIKEN;CH
Iven Barrientos;Iven;Barrientos;LOUPOIGNE;BE
Henri Labrecque;Henri;Labrecque;DIEGTEN;CH
Christine Leclerc;Christine;Leclerc;GETTNAU;CH
Logistilla Gervais;Logistilla;Gervais;BEZONS;FR
Trinette Moreau;Trinette;Moreau;TOULOUSE;FR
Esperanza Archambault;Esperanza;Archambault;NASSOGNE;BE
Daniel Bonami;Daniel;Bonami;SESSA;CH
Fealty Nadeau;Fealty;Nadeau;LES AVINS;BE
Estelle Bouvier;Estelle;Bouvier;OPFERTSHOFEN;CH
Arnaud Labonté;Arnaud;Labonté;PARIS;FR
Belda Lavallée;Belda;Lavallée;GURTNELLEN;CH
Dominique Routhier;Dominique;Routhier;MATTWIL;CH
Lorraine Fournier;Lorraine;Fournier;SAINT-DENIS;FR
Florence Charette;Florence;Charette;SAINT-DIZIER;FR
Langley Jodoin;Langley;Jodoin;RÜEDISWIL;CH
Dominique Galarneau;Dominique;Galarneau;MENTON;FR
Laure Migneault;Laure;Migneault;LE TAMPON;FR
Pascaline Thivierge;Pascaline;Thivierge;LE PETIT-QUEVILLY;FR
Aiglentina Couture;Aiglentina;Couture;BALZENWIL;CH
Campbell Collin;Campbell;Collin;CHERATTE;BE
Ancelina Lamoureux;Ancelina;Lamoureux;MEIENBERG;CH
Mignonette Tollmache;Mignonette;Tollmache;SELZACH;CH
Maryse Labonté;Maryse;Labonté;BOURSEIGNE-VIEILLE;BE
Delmar Lizotte;Delmar;Lizotte;RONGELLEN;CH
Nicolas Sauvé;Nicolas;Sauvé;ECAUSSINNES-D'ENGHIEN;BE
Romaine Lacombe;Romaine;Lacombe;LE CANNET;FR
Legget Desnoyer;Legget;Desnoyer;AVE-ET-AUFFE;BE
Rabican Cantin;Rabican;Cantin;RÜMLINGEN;CH
Namo Garceau;Namo;Garceau;FRANC-WARET;BE
Musette Tollmache;Musette;Tollmache;MONTCEAU-LES-MINES;FR
Harriette Josseaume;Harriette;Josseaume;CHATOU;FR
Estelle Chartré;Estelle;Chartré;BONDY;FR
Melisande Beaulieu;Melisande;Beaulieu;LORCÉ;BE
Leal Lavallée;Leal;Lavallée;RICHELLE;BE
Lyle Jardine;Lyle;Jardine;LAMBUSART;BE
Vaden Patel;Vaden;Patel;RIXENSART;BE
Cinderella Rivard;Cinderella;Rivard;SERAING;BE
Pascaline Doucet;Pascaline;Doucet;BÈGLES;FR
Gay Coulombe;Gay;Coulombe;VUFFLENS-LE-CHÂTEAU;CH
Arnou LeBatelier;Arnou;LeBatelier;NOVILLE;BE
Pierrette Chabot;Pierrette;Chabot;LUNEL;FR
Claude Chaussée;Claude;Chaussée;MÖTSCHWIL;CH
Karel Thériault;Karel;Thériault;LE CANNET;FR
Victorine Richer;Victorine;Richer;COGNAC;FR
Fiacre Bernier;Fiacre;Bernier;VERCORIN;CH
Gallia Guay;Gallia;Guay;NEUFCHÂTEAU;BE
Daisi Bourgeois;Daisi;Bourgeois;JENINS;CH
Rosemarie Plouffe;Rosemarie;Plouffe;COLOMIERS;FR
Huon Laforge;Huon;Laforge;BERG AM IRCHEL;CH
France Gagnon;France;Gagnon;LOMME;FR
Parfait Hébert;Parfait;Hébert;BASTIA;FR
Avice Paquin;Avice;Paquin;GEER;BE
Paige Michel;Paige;Michel;BÜLLINGEN;BE
Madeleine Brochu;Madeleine;Brochu;SPIEZWILER;CH
Sacripant Louineaux;Sacripant;Louineaux;GISIKON;CH
Belda Bazin;Belda;Bazin;SAINT-JOSEPH;FR
Algernon de Launay;Algernon;de Launay;VILLARSIVIRIAUX;CH
Sibyla Grandbois;Sibyla;Grandbois;NEVERS;FR
Sumner LeBatelier;Sumner;LeBatelier;LOOS;FR
Odo Coulombe;Odo;Coulombe;CHAM;CH
Namo Baron;Namo;Baron;L'ECLUSE;BE
Angelette Richer;Angelette;Richer;WARQUIGNIES;BE
Alexandrin Cyr;Alexandrin;Cyr;BRUSSEL;BE
Magnolia Dubois;Magnolia;Dubois;LEDEBERG;BE
Fitz Veronneau;Fitz;Veronneau;ISTRES;FR
Searlait Lacroix;Searlait;Lacroix;CALAIS;FR
Marine Cormier;Marine;Cormier;MOORSELE;BE
Demi Bérubé;Demi;Bérubé;MUSSY-LA-VILLE;BE
Tristan Crête;Tristan;Crête;PUSSEREIN;CH
Agate Lebel;Agate;Lebel;BEYNE-HEUSAY;BE
Landers Jodoin;Landers;Jodoin;ROBECHIES;BE
Toussaint Roux;Toussaint;Roux;HOUILLES;FR
Sibyla Roy;Sibyla;Roy;PARIS;FR
Françoise Barrette;Françoise;Barrette;WETZIKON;CH
Allyriane Caya;Allyriane;Caya;FOURON-SAINT-PIERRE;BE
Gérard Rivard;Gérard;Rivard;BEVERST;BE
Robinette Jalbert;Robinette;Jalbert;AVIGNON;FR
Natalie Rhéaume;Natalie;Rhéaume;WAKKEN;BE
Cosette Bois;Cosette;Bois;ENNETBADEN;CH
Claude Beaudry;Claude;Beaudry;OOMBERGEN;BE
Normand Baron;Normand;Baron;HOFE;CH
Latimer David;Latimer;David;GIBECQ;BE
Victorine Brault;Victorine;Brault;GORGIER;CH
Namo Guertin;Namo;Guertin;NADRIN;BE
Yseult Bureau;Yseult;Bureau;COURTAMAN;CH
Loring Gaulin;Loring;Gaulin;MALAKOFF;FR
Valérie Pouliotte;Valérie;Pouliotte;SAINT-MARTIN;FR
Arnou Poisson;Arnou;Poisson;FONTANA;CH
Seymour Langlais;Seymour;Langlais;LOMME;FR
Andrée Tollmache;Andrée;Tollmache;SALAVAUX;CH
Lundy LaGarde;Lundy;LaGarde;LA RIPPE;CH
Valentine Lapierre;Valentine;Lapierre;SAINT-MARTIN;FR
Fusberta Desruisseaux;Fusberta;Desruisseaux;ST-BRAIS;CH
Christophe Houde;Christophe;Houde;FAIMES;BE
Aimée Lizotte;Aimée;Lizotte;NICE;FR
Paige Morneau;Paige;Morneau;MACQUENOISE;BE
Éléonore Charette;Éléonore;Charette;HARELBEKE;BE
Anton Gilbert;Anton;Gilbert;LANKLAAR;BE
Alexis Bourgeois;Alexis;Bourgeois;PUTEAUX;FR
Serge Charpentier;Serge;Charpentier;VALLAURIS;FR
Romain Paquin;Romain;Paquin;SAINT-PAUL;FR
Mason Busson;Mason;Busson;LANDSACHER;CH
Mirabelle Proulx;Mirabelle;Proulx;RIVA SAN VITALE;CH
Charles Brisette;Charles;Brisette;BOSCO LUGANESE;CH
Yvon Goguen;Yvon;Goguen;COURTELARY;CH
Christien Arnoux;Christien;Arnoux;VILLENEUVE-LA-GARENNE;FR
Brice Charest;Brice;Charest;BIESSENHOFEN;CH
Fealty Pelland;Fealty;Pelland;GÄCHLINGEN;CH
Pascaline Fecteau;Pascaline;Fecteau;KEHRSATZ;CH
Édith Turcotte;Édith;Turcotte;PUTEAUX;FR
Karel Clavette;Karel;Clavette;ARBREFONTAINE;BE
Cinderella Caya;Cinderella;Caya;LYON;FR
Joséphine Masson;Joséphine;Masson;CANNES;FR
Cendrillon Plaisance;Cendrillon;Plaisance;HATSWIL;CH
Merlin Veronneau;Merlin;Veronneau;CLAMART;FR
Ancelote Demers;Ancelote;Demers;OUDEKAPELLE;BE
Eugène Devoe;Eugène;Devoe;VERDUN;FR
Chantal Labrecque;Chantal;Labrecque;DIETWIL;CH
Nicole L'Heureux;Nicole;L'Heureux;TOURS;FR
Grégoire Courtemanche;Grégoire;Courtemanche;MOORSELE;BE
Orva Lacharité;Orva;Lacharité;MULHOUSE;FR
Stéphane Lalonde;Stéphane;Lalonde;ROTHEUX-RIMIÈRE;BE
Richard Courtemanche;Richard;Courtemanche;MELUN;FR
Benjamin Tisserand;Benjamin;Tisserand;BUCHS;CH
Xavierre Bonnet;Xavierre;Bonnet;ST. URBAN;CH
Sumner de Brisay;Sumner;de Brisay;LE TAMPON;FR
Harbin Tanguay;Harbin;Tanguay;PLANCENOIT;BE
Timothée Émond;Timothée;Émond;TALENCE;FR
Minette Pinette;Minette;Pinette;AARSELE;BE
Arno Tougas;Arno;Tougas;DAVIAZ;CH
Mandel Laderoute;Mandel;Laderoute;ENGELBURG;CH
Fleurette Gauvin;Fleurette;Gauvin;FOIX;FR
Adrienne Cadieux;Adrienne;Cadieux;NODS;CH
Eloise Mathieu;Eloise;Mathieu;VAL-MEER;BE
Delit Forest;Delit;Forest;PULDERBOS;BE
Hélène Tétrault;Hélène;Tétrault;VERMOL;CH
Ganelon Déziel;Ganelon;Déziel;OBERBUSSNANG;CH
Linette Lereau;Linette;Lereau;SEENGEN;CH
Bayard Paquin;Bayard;Paquin;HOUILLES;FR
Iven Marseau;Iven;Marseau;MONTÉLIMAR;FR
Babette Desrosiers;Babette;Desrosiers;BÄTTWIL;CH
Babette Devoe;Babette;Devoe;BORDEAUX;FR
Felicienne Bordeaux;Felicienne;Bordeaux;OPPIKON;CH
Searlait L'Angelier;Searlait;L'Angelier;CELERINA/SCHLARIGNA;CH
Melisande Auclair;Melisande;Auclair;VILLENAVE-D'ORNON;FR
Honoré Moïse;Honoré;Moïse;LOMBARDSIJDE;BE
Pierrette Beauchesne;Pierrette;Beauchesne;CERGY;FR
Sabine Patenaude;Sabine;Patenaude;MONT-TRAMELAN;CH
Searlait Lazure;Searlait;Lazure;MANOSQUE;FR
Sébastien Robillard;Sébastien;Robillard;ZIGNAU;CH
Caroline Jodoin;Caroline;Jodoin;GUIGNIES;BE
Zdenek Veronneau;Zdenek;Veronneau;ZÜRICH;CH
Fauna Chabot;Fauna;Chabot;WARNANT;BE
Auguste Goddu;Auguste;Goddu;FERLENS;CH
Agrican Plouffe;Agrican;Plouffe;UNTEROPPIKON;CH
Afrodille Côté;Afrodille;Côté;ÉLANCOURT;FR
Serge Veronneau;Serge;Veronneau;CHOUGNY;CH
Orville Labrie;Orville;Labrie;FILOT;BE
Norris Guédry;Norris;Guédry;KALKEN;BE
Yolette Dennis;Yolette;Dennis;LENZERHEIDE;CH
Robert Harquin;Robert;Harquin;ROSOUX-CRENWICK;BE
Luce Guédry;Luce;Guédry;BALEGEM;BE
Valérie Baron;Valérie;Baron;WATT;CH
Frontino Bellemare;Frontino;Bellemare;VAGLIO;CH
Mandel Allaire;Mandel;Allaire;VIENNE;FR
Fleurette Grignon;Fleurette;Grignon;PETIGNY;BE
Denise Drouin;Denise;Drouin;CAMUNS;CH
Édith D'Avis;Édith;D'Avis;MESIKON;CH
Julienne Jalbert;Julienne;Jalbert;MAMOUDZOU;FR
Fabien Bergeron;Fabien;Bergeron;YERRES;FR
Aimée Croteau;Aimée;Croteau;VITRIVAL;BE
Somer Hébert;Somer;Hébert;DÉCINES-CHARPIEU;FR
Auda Giguère;Auda;Giguère;METTLEN;CH
Fantina Rouleau;Fantina;Rouleau;ZANDE;BE
Cheney Bellemare;Cheney;Bellemare;NANCY;FR
Patience Davignon;Patience;Davignon;RIGGISBERG;CH
Denis Mousseau;Denis;Mousseau;EVERBEEK;BE
Jeannine Fremont;Jeannine;Fremont;MARTHERENGES;CH
Dominic Cloutier;Dominic;Cloutier;SCHRÄNGGIGEN;CH
Aimé Leblanc;Aimé;Leblanc;RASA;CH
Adorlee Poirier;Adorlee;Poirier;BEGGINGEN;CH
Arnou DuLin;Arnou;DuLin;ABBEVILLE;FR
Desire LaGarde;Desire;LaGarde;HERBLAY;FR
Maryse Paquet;Maryse;Paquet;MARSEILLE;FR
Royce Ménard;Royce;Ménard;NOGENT-SUR-MARNE;FR
Laverne Beauchamps;Laverne;Beauchamps;KINDHAUSEN;CH
Aymon Narcisse;Aymon;Narcisse;ATHIS-MONS;FR
Corette Miron;Corette;Miron;HÄGGLINGEN;CH
Madeleine Sicard;Madeleine;Sicard;BUISSONVILLE;BE
Jewel Lemieux;Jewel;Lemieux;LA COURNEUVE;FR
Jessamine Ayot;Jessamine;Ayot;LEHWIL;CH
Favor Giguère;Favor;Giguère;CAVAILLON;FR
Matthieu Tardif;Matthieu;Tardif;FOURON-LE-COMTE;BE
Christelle Mailhot;Christelle;Mailhot;CHESEAUX-SUR-LAUSANNE;CH
Ambra Brault;Ambra;Brault;'S GRAVENVOEREN;BE
Bernard de La Villardière;Bernard;de la Villardière;BOULOGNE BILLANCOURT;FR
Roslyn Bossé;Roslyn;Bossé;SAINT-MALO;FR
Carole Paré;Carole;Paré;ROUX;BE
Rémy Souplet;Rémy;Souplet;FIGINO;CH
Sébastien Potvin;Sébastien;Potvin;MOORSEL;BE
Marguerite Grignon;Marguerite;Grignon;OBERRIED;CH
Belda Lapierre;Belda;Lapierre;GASENRIED;CH
Amitee Martel;Amitee;Martel;MATTWIL;CH
Alain Couet;Alain;Couet;ZÜRICH;CH
Olivie Bonneville;Olivie;Bonneville;NICE;FR
René Lesage;René;Lesage;MONTAGNY-LA-VILLE;CH
Martin Berthiaume;Martin;Berthiaume;NOKERE;BE
Florus Boucher;Florus;Boucher;FLEURY-LES-AUBRAIS;FR
Bevis Duval;Bevis;Duval;VITROLLES;FR
Adélaïde Aubin;Adélaïde;Aubin;RIEX;CH
Odelette Pomerleau;Odelette;Pomerleau;NÎMES;FR
Charles Dufour;Charles;Dufour;ROLOUX;BE
Aubin Boisvert;Aubin;Boisvert;SAINT-DIZIER;FR
Édith Dupont;Édith;Dupont;SAINT-ANDRÉ;BE
Arthur Briard;Arthur;Briard;WALLISELLEN;CH
Platt Larocque;Platt;Larocque;RANZO;CH
Paul Laberge;Paul;Laberge;AGDE;FR
Raymond Carignan;Raymond;Carignan;CANNES-LA-BOCCA;FR
Telford Dubeau;Telford;Dubeau;WOESTEN;BE
Flordelis Bossé;Flordelis;Bossé;RICKENBACH;CH
Bradamate Gervais;Bradamate;Gervais;QUINTO;CH
Amedee Brian;Amedee;Brian;LE PLESSIS-ROBINSON;FR
Xarles Longpré;Xarles;Longpré;GOUSSAINVILLE;FR
Dominic Aupry;Dominic;Aupry;LA CHAUX-DES-BREULEUX;CH
Margaux Beauchamps;Margaux;Beauchamps;WOLKRANGE;BE
Ferrau Reault;Ferrau;Reault;BATTICE;BE
Brie Gauthier;Brie;Gauthier;VARSENARE;BE
Erembourg Lapresse;Erembourg;Lapresse;AGIMONT;BE
Gallia Bonami;Gallia;Bonami;MITLÖDI;CH
Creissant Jobin;Creissant;Jobin;CERGY;FR
Iva Favreau;Iva;Favreau;DIEPPE;FR
Dorene Desaulniers;Dorene;Desaulniers;BUECHENEGG;CH
Valiant Labrie;Valiant;Labrie;HERTENSTEIN;CH
Liane Gour;Liane;Gour;BULSKAMP;BE
Ila Pouliotte;Ila;Pouliotte;VALLAURIS;FR
Dixie Pelletier;Dixie;Pelletier;RIXENSART;BE
Camille Laforge;Camille;Laforge;PLATZ;CH
Ray Fortin;Ray;Fortin;CHAMPS-SUR-MARNE;FR
Flordelis Cailot;Flordelis;Cailot;STEG;CH
Etoile Auberjonois;Etoile;Auberjonois;CALUIRE-ET-CUIRE;FR
Crescent Allaire;Crescent;Allaire;FREUX;BE
Lothair Vernadeau;Lothair;Vernadeau;BOÉCOURT;CH
Blondelle DuLin;Blondelle;DuLin;SERAING;BE
Russell Charlesbois;Russell;Charlesbois;ZANDBERGEN;BE
Platt Boutot;Platt;Boutot;FORT-DE-FRANCE;FR
Victorine Chandonnet;Victorine;Chandonnet;JAMOIGNE;BE
Tearlach Sacré;Tearlach;Sacré;LA GARENNE-COLOMBES;FR
Antoinette Hétu;Antoinette;Hétu;PERWEZ-HAILLOT;BE
Gaston Sauvé;Gaston;Sauvé;CUL-DES-SARTS;BE
Allyriane Dufresne;Allyriane;Dufresne;NEUILLY-SUR-MARNE;FR
Arienne Plourde;Arienne;Plourde;LES EVOUETTES;CH
Turner Labonté;Turner;Labonté;RABIUS;CH
Cinderella Verreau;Cinderella;Verreau;ESQUELMES;BE
Percy Lanoie;Percy;Lanoie;RICKETWIL;CH
Langley Beaudoin;Langley;Beaudoin;AJACCIO;FR
Legget Chartré;Legget;Chartré;MARSEILLE;FR
Leal Despins;Leal;Despins;HERFELINGEN;BE
Sennet Arnoux;Sennet;Arnoux;LANCY;CH
Adrienne Caouette;Adrienne;Caouette;NEUILLY-SUR-MARNE;FR
Marjolaine Gosselin;Marjolaine;Gosselin;HAUSET;BE
Maurelle Courtois;Maurelle;Courtois;RÜSCHLIKON;CH
Slainie DeGrasse;Slainie;DeGrasse;BEZONS;FR
Vaden Gadbois;Vaden;Gadbois;WONTERGEM;BE
Marmion Labbé;Marmion;Labbé;SAVIGNY-SUR-ORGE;FR
Delphine Guay;Delphine;Guay;NOIRCHAIN;BE
Lothair Beauchemin;Lothair;Beauchemin;RIGI KULM;CH
Grégoire Brousseau;Grégoire;Brousseau;BORDEAUX;FR
Josette Phaneuf;Josette;Phaneuf;RÜMIKON;CH
Avelaine Jalbert;Avelaine;Jalbert;RAMSEL;BE
Martine Lacharité;Martine;Lacharité;ODOGNO;CH
Bayard Auger;Bayard;Auger;CINUOS-CHEL;CH
Laurence Lemaître;Laurence;Lemaître;WORBEN;CH
Martin Cinq-Mars;Martin;Cinq-Mars;MACHELEN;BE
Anne Lesage;Anne;Lesage;SOISSONS;FR
Eustache Pichette;Eustache;Pichette;BURST;BE
Claudette D'Avis;Claudette;D'Avis;DOLEMBREUX;BE
Guerin Fresne;Guerin;Fresne;CHÉSOPELLOZ;CH
Chandler Bois;Chandler;Bois;AUTREPPE;BE
Lorraine Savoie;Lorraine;Savoie;HODISTER;BE
Adrienne Charpentier;Adrienne;Charpentier;MARBAIX;BE
Vernon Boivin;Vernon;Boivin;LANAKEN;BE
Archard Lafrenière;Archard;Lafrenière;ANGERS;FR
Landers Deserres;Landers;Deserres;FIESCH;CH
Olivier Lamothe;Olivier;Lamothe;BÈGLES;FR
Françoise Goddu;Françoise;Goddu;VELTHEIM;CH
Dielle Soucy;Dielle;Soucy;GROTENBERGE;BE
Huon Petrie;Huon;Petrie;GUTENSWIL;CH
Amitee Lemieux;Amitee;Lemieux;SAINT-DENIS;FR
Claude Paquette;Claude;Paquette;SCHOTEN;BE
Talon Beauchamp;Talon;Beauchamp;TREGGIA;CH
Margaux Tessier;Margaux;Tessier;CÉLIGNY;CH
Nathalie Girard;Nathalie;Girard;FANKHAUS;CH
Gill David;Gill;David;BALLAIGUES;CH
Gill Bordeleau;Gill;Bordeleau;VECHMAAL;BE
Vivienne Morel;Vivienne;Morel;ORVAULT;FR
Daisi Chevrette;Daisi;Chevrette;VILLERS-L'EVÊQUE;BE
Philippe Lapresse;Philippe;Lapresse;KEMMEL;BE
Gilbert Lacharité;Gilbert;Lacharité;THON;BE
Curtis Parmentier;Curtis;Parmentier;MEERLE;BE
Clarice Lemaître;Clarice;Lemaître;LES WALEFFES;BE
René Thériault;René;Thériault;SAINT-DENIS;BE
Hardouin Robert;Hardouin;Robert;ARBON;CH
Baptiste Benoit;Baptiste;Benoit;DIJON;FR
Ormazd Archambault;Ormazd;Archambault;BELSELE;BE
Charles Champagne;Charles;Champagne;GNADENTAL;CH
Iven Mainville;Iven;Mainville;GRAIDE;BE
Hardouin Levasseur;Hardouin;Levasseur;FORT-DE-FRANCE;FR
Victoire Lacharité;Victoire;Lacharité;LANEFFE;BE
Harbin Dufresne;Harbin;Dufresne;THIEU;BE
Vallis Laisné;Vallis;Laisné;LE SOLLIAT;CH
Victor Plaisance;Victor;Plaisance;OZOIR-LA-FERRIÈRE;FR
Amitee Mercier;Amitee;Mercier;JOUÉ-LÈS-TOURS;FR
Agrican Robillard;Agrican;Robillard;VUCHERENS;CH
Laverne Sorel;Laverne;Sorel;HAM-SUR-HEURE;BE
Amber Josseaume;Amber;Josseaume;FELDIS/VEULDEN;CH
Germaine Michel;Germaine;Michel;ANTONY;FR
Verney Édouard;Verney;Édouard;LUZERN;CH
Alaine Fecteau;Alaine;Fecteau;MONTAUBAN;FR
Platt Blanc;Platt;Blanc;FOIX;FR
Vallis Mailly;Vallis;Mailly;BAILLONVILLE;BE
